"trans_id","lang","translation"
"貝の橋","ja","貝の橋"
"貝の橋","ja-Hrkt","かいのはし"
"五の宮","ja","五の宮"
"五の宮","ja-Hrkt","ごのみや"
"大牟田","ja","大牟田"
"大牟田","ja-Hrkt","おおむた"
"真崎","ja","真崎"
"真崎","ja-Hrkt","まっさき"
"五町田","ja","五町田"
"五町田","ja-Hrkt","ごちょうだ"
"嬉野市役所塩田庁舎前","ja","嬉野市役所塩田庁舎前"
"嬉野市役所塩田庁舎前","ja-Hrkt","うれしのしやくしょしおたちょうしゃまえ"
"下野辺田","ja","下野辺田"
"下野辺田","ja-Hrkt","しものべた"
"塩田小学校前","ja","塩田小学校前"
"塩田小学校前","ja-Hrkt","しおたしょうがっこうまえ"
"宮の元","ja","宮の元"
"宮の元","ja-Hrkt","みやのもと"
"美野入口","ja","美野入口"
"美野入口","ja-Hrkt","みのいりぐち"
"塩吹","ja","塩吹"
"塩吹","ja-Hrkt","しおふき"
"橋山入口","ja","橋山入口"
"橋山入口","ja-Hrkt","はしやまいりぐち"
"万才","ja","万才"
"万才","ja-Hrkt","まんざい"
"蛍橋","ja","蛍橋"
"蛍橋","ja-Hrkt","ほたるばし"
"五代","ja","五代"
"五代","ja-Hrkt","ごだい"
"式浪入口","ja","式浪入口"
"式浪入口","ja-Hrkt","しきなみいりぐち"
"一位原","ja","一位原"
"一位原","ja-Hrkt","いちいばる"
"今寺","ja","今寺"
"今寺","ja-Hrkt","いまでら"
"嬉野高校前","ja","嬉野高校前"
"嬉野高校前","ja-Hrkt","うれしのこうこうまえ"
"築城","ja","築城"
"築城","ja-Hrkt","つきじょう"
"温泉四区","ja","温泉四区"
"温泉四区","ja-Hrkt","おんせんよんく"
"公会堂前","ja","公会堂前"
"公会堂前","ja-Hrkt","こうかいどうまえ"
"嬉野医療センター前","ja","嬉野医療センター前"
"嬉野医療センター前","ja-Hrkt","うれしのいりょうせんたーまえ"
"公園入口","ja","公園入口"
"公園入口","ja-Hrkt","こうえんいりぐち"
"西牟田","ja","西牟田"
"西牟田","ja-Hrkt","にしむた"
"黒川","ja","黒川"
"黒川","ja-Hrkt","くろご"
"伏原入口","ja","伏原入口"
"伏原入口","ja-Hrkt","ふしわらいりぐち"
"浅浦入口","ja","浅浦入口"
"浅浦入口","ja-Hrkt","あさうらいりぐち"
"塩田分岐","ja","塩田分岐"
"塩田分岐","ja-Hrkt","しおたわかれみち"
"北山","ja","北山"
"北山","ja-Hrkt","きたやま"
"東吉田下","ja","東吉田下"
"東吉田下","ja-Hrkt","ひがしよしだした"
"羽口坂","ja","羽口坂"
"羽口坂","ja-Hrkt","はぐちざか"
"西吉田入口","ja","西吉田入口"
"西吉田入口","ja-Hrkt","にしよしだいりぐち"
"井手川内","ja","井手川内"
"井手川内","ja-Hrkt","いでがわち"
"浅浦","ja","浅浦"
"浅浦","ja-Hrkt","あさうら"
"塩田下町","ja","塩田下町"
"塩田下町","ja-Hrkt","しおたしもまち"
"牛間田新道","ja","牛間田新道"
"牛間田新道","ja-Hrkt","うしまだしんみち"
"下久間","ja","下久間"
"下久間","ja-Hrkt","しもくま"
"志田原","ja","志田原"
"志田原","ja-Hrkt","しだばる"
"冬野入口","ja","冬野入口"
"冬野入口","ja-Hrkt","ふゆのいりぐち"
"西山","ja","西山"
"西山","ja-Hrkt","にしやま"
"北志田","ja","北志田"
"北志田","ja-Hrkt","きたしだ"
"楢崎","ja","楢崎"
"楢崎","ja-Hrkt","ならざき"
"上野","ja","上野"
"上野","ja-Hrkt","かみの"
"郷の木","ja","郷の木"
"郷の木","ja-Hrkt","ごうのき"
"潮見","ja","潮見"
"潮見","ja-Hrkt","しおみ"
"大谷","ja","大谷"
"大谷","ja-Hrkt","おおたに"
"永島","ja","永島"
"永島","ja-Hrkt","ながしま"
"和田団地","ja","和田団地"
"和田団地","ja-Hrkt","わだだんち"
"花島","ja","花島"
"花島","ja-Hrkt","はなしま"
"青陵中学校前","ja","青陵中学校前"
"青陵中学校前","ja-Hrkt","せいりょうちゅうがっこうまえ"
"武雄総合庁舎前","ja","武雄総合庁舎前"
"武雄総合庁舎前","ja-Hrkt","たけおそうごうちょうしゃまえ"
"武雄市役所前","ja","武雄市役所前"
"武雄市役所前","ja-Hrkt","たけおしやくしょまえ"
"図書館前","ja","図書館前"
"図書館前","ja-Hrkt","としょかんまえ"
"武雄中央公園前","ja","武雄中央公園前"
"武雄中央公園前","ja-Hrkt","たけおちゅうこうこうえんまえ"
"浜駅前","ja","浜駅前"
"浜駅前","ja-Hrkt","はまえきまえ"
"浜大橋","ja","浜大橋"
"浜大橋","ja-Hrkt","はまおおはし"
"浜崎","ja","浜崎"
"浜崎","ja-Hrkt","はまさき"
"新方","ja","新方"
"新方","ja-Hrkt","しんかた"
"西葉","ja","西葉"
"西葉","ja-Hrkt","さえ"
"琵琶岬橋","ja","琵琶岬橋"
"琵琶岬橋","ja-Hrkt","びわんこばし"
"塩屋橋","ja","塩屋橋"
"塩屋橋","ja-Hrkt","しおやばし"
"宮道","ja","宮道"
"宮道","ja-Hrkt","みやどう"
"海洋センター前","ja","海洋センター前"
"海洋センター前","ja-Hrkt","かいようせんたーまえ"
"音成","ja","音成"
"音成","ja-Hrkt","おとなり"
"七浦郵便局前","ja","七浦郵便局前"
"七浦郵便局前","ja-Hrkt","ななうらゆうびんきょくまえ"
"七浦小学校入口","ja","七浦小学校入口"
"七浦小学校入口","ja-Hrkt","ななうらしょうがっこういりぐち"
"矢の浦","ja","矢の浦"
"矢の浦","ja-Hrkt","やのうら"
"飯田","ja","飯田"
"飯田","ja-Hrkt","いいだ"
"江福","ja","江福"
"江福","ja-Hrkt","えふく"
"道の駅太良前","ja","道の駅太良前"
"道の駅太良前","ja-Hrkt","みちのえきたらまえ"
"伊福","ja","伊福"
"伊福","ja-Hrkt","いふく"
"江岡","ja","江岡"
"江岡","ja-Hrkt","えおか"
"多良栄町","ja","多良栄町"
"多良栄町","ja-Hrkt","たらさかえまち"
"球場前","ja","球場前"
"球場前","ja-Hrkt","きゅうじょうまえ"
"太良病院前","ja","太良病院前"
"太良病院前","ja-Hrkt","たらびょういんまえ"
"太良老人センター","ja","太良老人センター"
"太良老人センター","ja-Hrkt","たらろうじんせんたー"
"太良役場前","ja","太良役場前"
"太良役場前","ja-Hrkt","たらやくばまえ"
"糸岐本町","ja","糸岐本町"
"糸岐本町","ja-Hrkt","いときほんまち"
"休石","ja","休石"
"休石","ja-Hrkt","いけし"
"里","ja","里"
"里","ja-Hrkt","さと"
"野上","ja","野上"
"野上","ja-Hrkt","のあげ"
"亀の浦入口","ja","亀の浦入口"
"亀の浦入口","ja-Hrkt","かめのうらいりぐち"
"大浦駅前","ja","大浦駅前"
"大浦駅前","ja-Hrkt","おおうらえきまえ"
"風配登山口","ja","風配登山口"
"風配登山口","ja-Hrkt","かざはやとざんぐち"
"竹崎入口","ja","竹崎入口"
"竹崎入口","ja-Hrkt","たけざきいりぐち"
"津の浦","ja","津の浦"
"津の浦","ja-Hrkt","つのうら"
"牟田","ja","牟田"
"牟田","ja-Hrkt","むた"
"鹿島市役所・エイブル前","ja","鹿島市役所・エイブル前"
"鹿島市役所・エイブル前","ja-Hrkt","かしましやくしょ・えいぶるまえ"
"末光","ja","末光"
"末光","ja-Hrkt","すえみつ"
"ララベル前","ja","ララベル前"
"ララベル前","ja-Hrkt","ららべるまえ"
"ドラモリ・コメリ前","ja","ドラモリ・コメリ前"
"ドラモリ・コメリ前","ja-Hrkt","どらもり・こめりまえ"
"御船ヶ丘小学校前","ja","御船ヶ丘小学校前"
"御船ヶ丘小学校前","ja-Hrkt","みふねがおかしょうがっこうまえ"
"武雄警察署前","ja","武雄警察署前"
"武雄警察署前","ja-Hrkt","たけおけいさつしょまえ"
"若葉台入口","ja","若葉台入口"
"若葉台入口","ja-Hrkt","わかばだいいりぐち"
"上西山","ja","上西山"
"上西山","ja-Hrkt","かみにしやま"
"下山入口","ja","下山入口"
"下山入口","ja-Hrkt","したやまいりぐち"
"踊瀬","ja","踊瀬"
"踊瀬","ja-Hrkt","おどりせ"
"永尾駅前","ja","永尾駅前"
"永尾駅前","ja-Hrkt","ながおえきまえ"
"小六川","ja","小六川"
"小六川","ja-Hrkt","ころくがわ"
"岩井手","ja","岩井手"
"岩井手","ja-Hrkt","いわいで"
"茅場","ja","茅場"
"茅場","ja-Hrkt","かやば"
"三坂","ja","三坂"
"三坂","ja-Hrkt","さんさか"
"長谷","ja","長谷"
"長谷","ja-Hrkt","ながたに"
"小田志口","ja","小田志口"
"小田志口","ja-Hrkt","こたじぐち"
"日出城","ja","日出城"
"日出城","ja-Hrkt","ひのだしろ"
"弓野","ja","弓野"
"弓野","ja-Hrkt","ゆみの"
"弓野橋","ja","弓野橋"
"弓野橋","ja-Hrkt","ゆみのばし"
"犬走峠","ja","犬走峠"
"犬走峠","ja-Hrkt","いぬばしりとうげ"
"中郷","ja","中郷"
"中郷","ja-Hrkt","なかごう"
"山内東小学校前","ja","山内東小学校前"
"山内東小学校前","ja-Hrkt","やまうちひがししょうがっこうまえ"
"上神六","ja","上神六"
"上神六","ja-Hrkt","かみじんろく"
"下野公民館前","ja","下野公民館前"
"下野公民館前","ja-Hrkt","しものこうみんかんまえ"
"嬉野小学校入口","ja","嬉野小学校入口"
"嬉野小学校入口","ja-Hrkt","うれしのしょうがっこういりぐち"
"幼児教育センター","ja","幼児教育センター"
"幼児教育センター","ja-Hrkt","ようじきょういくせんたー"
"多良駅前","ja","多良駅前"
"多良駅前","ja-Hrkt","たらえきまえ"
"西部中学校前","ja","西部中学校前"
"西部中学校前","ja-Hrkt","せいぶちゅうがっこうまえ"
"川原入口","ja","川原入口"
"川原入口","ja-Hrkt","かわはらいりぐち"
"大井手","ja","大井手"
"大井手","ja-Hrkt","おおいで"
"三河内","ja","三河内"
"三河内","ja-Hrkt","みかわち"
"筒口","ja","筒口"
"筒口","ja-Hrkt","つつぐち"
"中野入口","ja","中野入口"
"中野入口","ja-Hrkt","なかのいりぐち"
"善福寺入口","ja","善福寺入口"
"善福寺入口","ja-Hrkt","ぜんぷくじいりぐち"
"野間峠","ja","野間峠"
"野間峠","ja-Hrkt","のまとうげ"
"文化会館前","ja","文化会館前"
"文化会館前","ja-Hrkt","ぶんかかいかんまえ"
"円応寺馬場","ja","円応寺馬場"
"円応寺馬場","ja-Hrkt","えんのうじばば"
"若木公民館前","ja","若木公民館前"
"若木公民館前","ja-Hrkt","わかきこうみんかんまえ"
"高木眼科前","ja","高木眼科前"
"高木眼科前","ja-Hrkt","たかぎがんかまえ"
"御神松","ja","御神松"
"御神松","ja-Hrkt","おんがんまつ"
"どんとこい前","ja","どんとこい前"
"どんとこい前","ja-Hrkt","どんとこいまえ"
